Title,Author(s),Published Year,Editions,Avg. Rating,Num. of Ratings
Public Speaking and Influencing Men in Business,['Dale Carnegie'],1935,18,3.89,154
Mindful Listening (HBR Emotional Intelligence Series),['Harvard Business Review'],0,3,3.84,97
"The Big Letdown: The True Story of How Politics, Feminism, and Big Business Changed Breastfeeding",['Kimberly Seals Allers'],2016,3,4.05,152
Win Friends and Customers: Relationship and Business Success from Empathic Acknowledging,['Lawrence J. Bookbinder'],2014,4,4.25,12
Grand Opening 2: A Family Business Novel,"['Carl Weber', 'Treasure Hernandez']",0,8,4.55,594
"This Is Only a Test: What Breast Cancer Taught Me about Faith, Love, Hair, and Business",['Chris-Tia Donaldson'],0,3,4.80,25
Business Research Methods [with Qualtrics Card],"['William G. Zikmund', 'Barry J. Babin', 'Jon C. Carr']",1984,25,3.95,156
"Startup CEO: A Field Guide to Scaling Up Your Business, + Website",['Matt Blumberg'],2013,11,4.19,"1,097"
"Introductory Mathematical Analysis for Business, Economics, and the Life and Social Sciences",['Ernest F. Haeussler Jr.'],1987,34,3.86,147
Work Like a Spy: Business Tips from a Former CIA Officer,['J.C. Carleson'],2013,6,3.37,214
"Died in the Wool (Whisky Business Mystery, #4)",['Melinda Mullet'],2019,3,4.19,306
HBR Guide to Being More Productive (HBR Guide Series),['Harvard Business Review'],0,4,3.75,96
"Introductory Mathematical Analysis for Business, Economics, and the Life and Social Sciences",['Ernest F. Haeussler Jr.'],1987,34,3.86,147
Boeing Versus Airbus: The Inside Story of the Greatest International Competition in Business,['John Newhouse'],2007,8,3.61,355
"Small Actions, Big Difference: Leveraging Corporate Sustainability to Drive Business and Societal Value",['C.B.  Bhattacharya'],0,5,4.44,9
The Queering of Corporate America: How Big Business Went from LGBTQ Adversary to Ally,['Carlos A. Ball'],2019,4,4.00,20
Repeatability: Build Enduring Businesses for a World of Constant Change,"['Chris Zook', 'James Allen']",2012,9,3.97,234
The Infinite Game: How Great Businesses Achieve Long-lasting Success,['Simon Sinek'],2019,22,4.23,"7,669"
"""this Business Has Legs"": How I Used Infomercial Marketing to Create the $100,000,000 Thighmaster Craze: An Entrepreneurial Adventure Story",['Peter Bieler'],1996,1,4.04,47
Winning Her Business: How to Transform the Customer Experience for the World's Most Powerful Consumers,['Bridget Brennan'],0,5,4.50,22
Infinite Vision: How Aravind Became the World's Greatest Business Case for Compassion,"['Pavithra K. Mehta', 'Suchitra Shenoy']",2011,14,4.29,293
"The Milk Memos: How Real Moms Learned to Mix Business with Babies-and How You Can, Too","['Cate Colburn-Smith', 'Andrea Serrette']",2007,4,3.93,577
It's Not the Big That Eat the Small...It's the Fast That Eat the Slow: How to Use Speed as a Competitive Tool in Business,"['Jason Jennings', 'Laurence Haughton']",0,8,3.94,199
"Parenting, Inc.: How the Billion-Dollar Baby Business Has Changed the Way We Raise Our Children",['Pamela Paul'],2008,5,3.47,404
Business Analysis,"['Debra Paul', 'Malcolm Eva', 'Keith Hindle']",2006,16,3.90,290
Your First $1000 - How to Start an Online Business that Actually Makes Money,['Your First $1000 - How to Start an Online Business that Actually Makes Money'],2013,1,3.21,66
Introduction to International Business,['P. Subba Rao'],2010,1,3.69,83
"12 Months to $1 Million: How to Pick a Winning Product, Build a Real Business, and Become a Seven-Figure Entrepreneur",['Ryan Daniel Moran'],0,3,4.51,76
Sun & Shyne 3: Family Business (Killa & Yolo Book 9),"[""Sa'id Salaam""]",0,1,4.80,163
Mindy Kim and the Yummy Seaweed Business,"['Lyla Lee', 'Dung Ho']",2020,7,4.12,212
The Fermi Paradox is Our Business Model,['Charlie Jane Anders'],2010,2,3.77,461
Xam Idea Business Studies for Class - 12,['VK Global Publications'],0,1,4.06,68
"Blogging for Creatives: How designers, artists, crafters and writers can blog to make contacts, win business and build success",['Robin Houghton'],2012,9,3.64,280
Winning: The Answers: Confronting 74 of the Toughest Questions in Business Today,"['Jack Welch', 'Suzy Welch']",2006,16,3.69,308
Embracing Failure: Harness the Power of Fear in Life and Business,['Mat Pelletier'],0,4,3.08,13
The ABC's of Writing Winning Business Plans: How to Prepare a Business Plan That Others Will Want to Read - And Invest in,"['Garrett Sutton', 'Robert T. Kiyosaki']",2004,12,3.99,278
Business Without the Bullsh*t: 49 Secrets and Shortcuts You Need to Know,['Geoffrey James'],2013,10,3.58,304
Start a Freedom Business,['Colin Wright'],2011,1,3.49,344
Confidence (HBR Emotional Intelligence Series),['Harvard Business Review'],0,3,3.67,110
"Down to Business (Business, #1)",['J.C.  Alexander'],2013,2,3.57,219
X: The Experience When Business Meets Design,['Brian Solis'],2013,7,3.98,168
Instant Influence: How to Get What You Want in Any Business Situation,['Robert B. Cialdini'],1991,1,3.87,165
HBR's 10 Must Reads on Entrepreneurship and Startups,['Harvard Business Review'],0,2,3.86,74
"The Law on Transfer and Business Taxation: With Illustrations, Problems, and Solutions",['Hector S. De Leon'],1998,1,4.11,214
Brutal Business (The Mad Mick #3),['Franklin Horton'],0,2,4.74,380
Restoring the Soul of Business: Staying Human in the Age of Data,['Rishad Tobaccowala'],2020,9,3.65,46
"Fulfilled: The Passion & Provision Strategy for Building a Business with Profit, Purpose & Legacy","['Kathryn Redman', 'Michael K. Redman']",0,2,5.00,2
Drug Store and Business Management,"['R.M. Mehta', 'Vallabh Prakashan']",0,1,3.67,101
Beyond Wins: Eastern Mindset for Success in Daily Business Negotiations,['Mala Subramaniam'],0,2,4.75,16
"Mastering Bitcoin for Dummies: Bitcoin and Cryptocurrency Technologies, Mining, Investing and Trading - Bitcoin Book 1, Blockchain, Wallet, Business",['Alan T. Norman'],0,3,3.89,184
Aesthetic Intelligence: How to Boost It and Use It in Business and Beyond,['Pauline  Brown'],0,4,3.85,110
The Business of Pleasure,['Justine Elyot'],2010,8,3.70,382
Harvard Business Review on Aligning Technology with Strategy,['Harvard Business School Press'],2011,4,3.94,65
A Guide to the Business Analysis Body of Knowledge,['IIBA'],2009,8,3.87,279
"Frank Wood's Business Accounting, Volume 2","['Frank Wood', 'Alan Sangster']",1993,9,4.09,111
The Business of Expertise: How Entrepreneurial Experts Convert Insight to Impact + Wealth,['David C. Baker'],0,2,4.43,222
Meetings Suck: Turning One of The Most Loathed Elements of Business into One of the Most Valuable,['Cameron Herold'],2016,3,3.51,380
"Unfinished Business (Savannah Martin Mystery, #10)",['Jenna Bennett'],2015,4,4.41,407
Great Leaders Have No Rules: Contrarian Leadership Principles to Transform Your Team and Business,['Kevin Kruse'],0,3,4.03,160
HBR Guide to Making Every Meeting Matter (HBR Guide Series),['Harvard Business Review'],2011,6,3.79,84
"The Profitable Hobby Farm, How to Build a Sustainable Local Foods Business",['Sarah Beth Aubrey'],2010,9,3.73,116
Smart Business: What Alibaba's Success Reveals about the Future of Strategy,['Ming Zeng'],0,3,4.22,152
How to Start a Pet Photography Business,['Kyle Richards'],2014,1,4.00,6
"Beyond Business (Blackstones of Virginia, #3)",['Rochelle Alers'],0,13,4.37,471
Dilbert Gives You the Business,['Scott Adams'],1999,4,3.95,472
HBR's 10 Must Reads on Change,['Harvard Business School Press'],1998,2,4.05,39
HBR Guide to Buying a Small Business (HBR Guide Series),"['Richard S. Ruback', 'Royce Yudkoff']",2017,6,4.44,460
The Conquer Kit: 8 Passion-Fueled Steps to Grow Your Dream Business,['Natalie MacNeil'],2016,1,3.87,105
Ain't None of Your Friends Business,['DeeAnn'],0,1,4.71,233
Daddy's Business Friend,['Charlize Starr'],0,1,3.34,210
Take Command: Lessons in Leadership: How to Be a First Responder in Business,['Jake Wood'],2014,4,3.78,88
"One Thousand Ways to Make $1000: Practical Suggestions, Based on Actual Experience, for Starting a Business of Your Own and Making Money in Your Spare Time",['F.C. Minaker'],2010,7,4.07,279
The Conquer Kit: 8 Passion-Fueled Steps to Grow Your Dream Business,['Natalie MacNeil'],2016,1,3.87,105
7 Powers: The Foundations of Business Strategy,['Hamilton Wright Helmer'],0,2,4.51,177
"The Design Thinking Playbook: Mindful Digital Transformation of Teams, Products, Services, Businesses and Ecosystems",['Michael Lewrick'],0,10,3.90,162
"101 Bathroom Boredom Busting Activities: Brain teasers, puzzles, games, jokes, and toilet-paper crafts to keep you busy while you DO YOUR BUSINESS! - Includes Pull-out Poster!","['Amanda Formaro', 'G.L. Moore']",2016,1,4.29,7
Scandalized! / Risqué Business,"['Lori Foster', 'Tawny Weber']",2015,8,3.82,290
The Leader Launchpad: Five Steps to Fuel Your Business and Lift Your Profits,['Howard M. Shore'],0,3,4.54,13
"Behaving Badly: The New Morality in Politics, Sex, and Business",['Eden Collinsworth'],2017,3,3.37,67
"How to Measure Anything Workbook: Finding the Value of ""Intangibles"" in Business",['Douglas W. Hubbard'],2014,5,4.14,142
Innovate the Pixar Way: Business Lessons from the World's Most Creative Corporate Playground,"['Bill Capodagli', 'Lynn Jackson']",2005,4,3.78,228
Social Media 101: Tactics and Tips to Develop Your Business Online,['Chris Brogan'],2010,9,3.72,332
"TransForm: Dramatically Improve Your Career, Business, Relationships, and Life: One Simple Step at a Time",['Jeff Haden'],2014,2,3.82,98
Stiletto Network: Inside the Women's Power Circles That Are Changing the Face of Business,['Pamela Ryckman'],2013,3,3.57,164
The Ultimate Guide to Writing a Dissertation in Business Studies: A Step-by-Step Assistance,['John Dudovskiy'],2016,1,4.23,53
How Clients Buy: A Practical Guide to Business Development for Consulting and Professional Services,['Tom McMakin'],0,5,3.99,90
Harvard Business Review on Winning Negotiations,['Harvard Business School Press'],2011,3,3.71,45
Born to Blog: Building Your Blog for Personal and Business Success One Post at a Time,"['Mark W. Schaefer', 'Stanford Smith']",2013,4,3.82,305
"How to Castrate a Bull: Unexpected Lessons on Risk, Growth, and Success in Business","['Dave Hitz', 'Pat Walsh']",2008,7,3.98,282
"Tricky Business (Trick Richter, #1)",['Paul Erwin'],0,2,4.75,4
24 Essential Lessons for Investment Success: Learn the Most Important Investment Techniques from the Founder of Investor's Business Daily,"[""William J. O'Neil"", 'Fred Plemenos']",1999,4,3.63,278
"Tricky Business (Trick Richter, #1)",['Paul Erwin'],0,2,4.75,4
"Never Get a “Real” Job: How to Dump Your Boss, Build a Business and Not Go Broke",['Scott Gerber'],2010,9,3.37,248
Modern Business Administration 6,['Robert C. Appleby'],1000,6,4.00,62
"Business Success Secrets, Principles, Formulas & Ethos: Your Primitive Business Guide To Giving Your Business The Greatest Chance Of Success (PrimitiveBusiness.com #2)",['Daryl Urbanski'],2013,2,4.07,15
A Lapsed Anarchist's Approach to Building a Great Business,['Ari Weinzweig'],2010,1,4.34,150
Speedwealth: How to Make a Million in Your Own Business in 3 Years or Less,['T. Harv Eker'],1996,5,3.80,230
Monkey Business (Bob and Nikki Book 10),['Jerry  Boyd'],0,1,4.70,409
"HBR's 10 Must Reads on Women and Leadership (with bonus article ""Sheryl Sandberg: The HBR Interview"") (HBR’s 10 Must Reads)",['Harvard Business Review'],2018,3,4.07,73
Jump Start Your Business Brain: Scientific Ideas and Advice That Will Immediately Double Your Business Success Rate,"['Doug Hall', 'Tom Peters']",2001,10,4.02,186
Endless Summer Nights: Risky Business / Beats of My Heart / Heartbreak in Rio,"['Donna Hill', 'Grace Octavia', 'Delaney Diamond']",2014,11,4.01,120
The Successful Business Plan: Secrets & Strategies,"['Rhonda M. Abrams', 'Andrew Anker', 'Eugene Kleiner']",1991,18,3.85,256
Emily Post's The Etiquette Advantage in Business: Personal Skills for Professional Success,"['Peggy Post', 'Peter  Post']",1999,4,4.07,190
Resource Revolution: How to Capture the Biggest Business Opportunity in a Century,"['Stefan Heck', 'Matt     Rogers', 'Paul    Carroll']",2014,7,3.88,252
"Essentials of Screenwriting: The Art, Craft, and Business of Film and Television Writing",['Richard Walter'],2010,2,4.08,271
"Grow a Pair: How to Stop Being a Victim and Take Back Your Life, Your Business, and Your Sanity",['Larry Winget'],2013,5,3.81,391
His Instant Heir (Baby Business #1),['Katherine Garbera'],2013,13,3.43,318
Ancient Secrets Of Lead Generation: Your Primitive Business Guide To Better Leads With Less Effort (PrimitiveBusiness.com #1),['Daryl Urbanski'],2013,1,3.77,22
The Goal: A Business Graphic Novel,"['Eliyahu M. Goldratt', 'Dwight Jon  Zimmerman', 'Dean Motter']",0,4,4.29,302
Etsy-Preneurship: Everything You Need to Know to Turn Your Handmade Hobby Into a Thriving Business,['Jason Malinak'],2012,7,3.81,298
The Monocle Guide to Good Business,['Monocle'],2014,2,4.21,183
Riding the Waves of Culture: Understanding Diversity in Global Business,"['Fons Trompenaars', 'Charles Hampden-Turner']",1989,15,3.82,330
"The Invisible Hand: Business, Success & Spirituality",['David             Green'],2013,3,4.17,12
The Accidental Business Nomad: A Survival Guide for Working Across a Shrinking Planet,['Kyle Hegarty'],0,3,5.00,5
"E-Commerce: Business, Technology, Society","['Kenneth C. Laudon', 'Carol Traver']",2001,51,3.81,290
"Primitive Business Tools For Success: Checklists, Cheatsheets & How To Use Them (PrimitiveBusiness.com #3)",['Daryl Urbanski'],2013,1,4.50,20
We Are Market Basket: The Story of the Unlikely Grassroots Movement That Saved a Beloved Business,"['Daniel Korschun', 'Grant Welker']",2015,7,3.77,249
"Online Business Startup: The entrepreneur's guide to launching a fast, lean and profitable online venture",['Robin Waite'],2015,2,3.71,150
Risky Business In China. A Guide To Due Diligence,['Jeremy  Gordon'],2014,1,4.25,8
"Built for Growth: How Builder Personality Shapes Your Business, Your Team, and Your Ability to Win","['Chris Kuenne', 'John Danner']",0,3,3.90,93
Don’t Be a Stranger: Create Your Own Luck in Business through Strategic Relationship Building,['Lawrence R. Perkins'],0,3,4.29,7
Bad for Business,['Rex Stout'],1940,12,4.01,478
"How to Make $1,000 Per Day Clear Profit on Amazon with One Single $35 Product You Choose: - and - How to Become an After-Tax Cash Millionaire in 3 Simple ... Make Money on the Internet, Small Business)",['Bradford Sullivan'],2014,1,3.63,179
Harvard Business Review On The Mind Of The Leader,['Harvard Business Review'],2005,2,3.62,39
10 Simple Secrets of the World's Greatest Business Communicators,['Carmine Gallo'],2005,11,3.88,231
Essentials Of Entrepreneurship And Small Business Management,['Thomas W. Zimmerer'],1997,9,4.00,77
Unfinished Business,"['Karyn Langhorne Folan', 'Karyn Langhorne']",0,8,3.97,424
"Spider-Man/Deadpool, Vol. 4: Serious Business","['Joshua Corin', 'Elliot Kalan', 'Will Robson']",2018,5,3.61,382
Growth IQ: Get Smarter About the Choices that Will Make or Break Your Business,['Tiffani Bova'],0,10,3.98,167
Decision Making: 5 Steps to Better Results,['Harvard Business School Press'],2006,2,3.74,54
"Spooky Business (The Spectral Files, #3)",['S.E. Harmon'],2020,3,4.63,301
"Outsizing: Strategies to Grow Your Business, Profits, and Potential",['Steve Coughran'],0,2,4.26,27
"Apple: The Inside Story of Intrigue, Egomania, and Business Blunders",['Jim Carlton'],1997,8,4.08,267
Who The F*ck Am I To Be A Coach?!: A Warrior's Guide to Building a Wildly Successful Coaching Business From the Inside Out,['Megan Jo Wilson'],0,1,4.19,171
Miracle Minded Manager: A Modern-Day Parable about How to Apply a Course in Miracles in Business,['John J. Murphy'],0,1,5.00,2
Grind: A No-Bullshit Approach to Take Your Business from Concept to Cash Flow,['Michael J. McFall'],0,3,4.33,55
Business Storytelling for Dummies,"['Karen Deitz', 'Lori L. Silverman']",2013,8,3.81,37
The Truth About the New Rules of Business Writing (Truth About Series),"['Natalie Canavor', 'Claire Meirowitz']",2009,5,3.58,195
"The Age of the Platform: How Amazon, Apple, Facebook, and Google Have Redefined Business",['Phil Simon'],2011,3,3.72,252
"Screw It, Let's Do It: Lessons in Life and Business",['Richard Branson'],2006,58,3.93,"2,875"
Prosperity: Better Business Makes the Greater Good,['Colin Mayer'],0,5,3.86,35
Just Business,['Julie Cannon'],2009,5,3.70,467
Lean B2B: Build Products Businesses Want,['Etienne Garbugli'],2014,3,4.18,124
Sewing to Sell - The Beginner's Guide to Starting a Craft Business: Bonus - 16 Starter Projects How to Sell Locally & Online,['Virginia Lindsay'],2014,3,4.00,205
Bumping Into Geniuses: My Life Inside the Rock and Roll Business,['Danny Goldberg'],2008,7,3.40,376
Harvard Business Review on Increasing Customer Loyalty,['Harvard Business School Press'],2011,4,3.71,42
Discernment: The Business Athlete's Regimen for a Great Life through Better Decisions,['Jeff Dudan'],0,4,5.00,1
"The Punisher, Vol. 3: Business as Usual","['Garth Ennis', 'Steve Dillon', 'Nelson']",2003,3,3.97,496
"Science Business: The Promise, the Reality, and the Future of Biotech",['Gary P. Pisano'],2006,1,3.71,95
True North Business: A Leader's Guide to Extraordinary Growth and Impact,['Bobby Albert'],0,1,5.00,3
Lessons from the Len Master: Business and Life Lessons Learned by a Grateful Son,['Ron Zayas'],0,2,4.67,6
How Business Works,"['Georgina Palffy', 'Anna Fischel', 'Tân Thành']",2015,4,4.37,141
Being Dead Is Bad for Business,['Stanley Weiss'],0,4,3.73,37
Lessons from the Len Master: Business and Life Lessons Learned by a Grateful Son,['Ron Zayas'],0,2,4.67,6
Home at Last: Song of the West / Unfinished Business,['Nora Roberts'],1992,3,3.84,167
Progressive Partnerships: The Future of Business,['Callum Laing'],2016,2,4.35,26
The Seventh Level: Transform Your Business Through Meaningful Engagement with Your Customers and Employees,['Amanda Slavin'],0,4,4.62,8
Delegating Work (HBR 20-Minute Manager Series),['Harvard Business Review'],2014,8,3.79,96
"Book Business: Publishing Past, Present and Future",['Jason Epstein'],2001,10,3.48,388
"HBR's 10 Must Reads on Negotiation (with bonus article ""15 Rules for Negotiating a Job Offer"" by Deepak Malhotra)",['Harvard Business Review'],2019,5,3.54,72
New International Business English Teacher's Book,"['Leo Jones', 'Richard Alexander']",1996,7,4.21,57
"In Business With Mallory (Mallory McDonald, #5)","['Laurie B. Friedman', 'Barbara Pollak']",2006,10,4.36,405
Become Your Own Boss in 12 Months: A Month-by-Month Guide to a Business that Works,['Melinda F. Emerson'],2010,17,3.84,148
Problems and Solutions of Business Statistics,['J.K. Sharma'],2011,2,4.04,50
The Enlightened Capitalists: Cautionary Tales of Business Pioneers Who Tried to Do Well by Doing Good,"[""James O'Toole""]",0,7,3.73,55
"You, Inc.: The Step by Step Guide for Finding a Business Within You",['Travis Rosser'],0,2,5.00,4
Mind Your Own Business,['Lutishia Lovely'],2011,9,4.44,350
Choose: The Single Most Important Decision Before Starting Your Business,['Ryan Levesque'],0,2,4.00,216
Cause! A Business Strategy for Standing Out in a Sea of Sameness,"['Jackie Freiberg', 'Kevin Freiberg']",0,1,3.65,26
Chaotics: The Business of Managing and Marketing in the Age of Turbulence,"['Philip Kotler', 'John A. Caslione']",2009,11,3.78,246
Vibrator Nation: How Feminist Sex-Toy Stores Changed the Business of Pleasure,['Lynn Comella'],2017,4,4.10,78
Vibrator Nation: How Feminist Sex-Toy Stores Changed the Business of Pleasure,['Lynn Comella'],2017,4,4.10,78
Family Friendly Farming: A Multi-Generational Home-Based Business Testament,['Joel Salatin'],2001,2,4.25,185
BUSINESS STUDIES 11,['Poonam Gandhi'],0,1,3.18,33
"FORTUNE The Greatest Business Decisions of All Time: How Apple, Ford, IBM, Zappos, and others made radical choices that changed the course of business.",['Fortune Magazine'],2012,2,3.74,272
The Female Complaint: The Unfinished Business of Sentimentality in American Culture,['Lauren Berlant'],2008,6,4.23,133
Big-Box Swindle: The True Cost of Mega-Retailers and the Fight for America's Independent Businesses,['Stacy Mitchell'],2006,1,4.00,239
"Bright Lights, No City: An African Adventure on Bad Roads with a Brother and a Very Weird Business Plan",['Max Alexander'],2012,4,3.85,222
"Welcome to the Writer's Life: How to Design Your Writing Craft, Writing Business, Writing Practice, and Reading Practice",['Paulette Perhach'],2018,2,4.36,249
Harvard Business Review on Managing Your Career,['Harvard Business Review'],2003,1,3.80,49
They Don't Teach Corporate in College: A Twenty-Something's Guide to the Business World,['Alexandra Levit'],2004,9,3.58,259
Deadly Business (Maid for Murder #1),['Susette Williams'],2012,3,3.69,296
Building Your Network Marketing Business,['Jim Rohn'],2000,9,4.25,217
Get Smarter: Life and Business Lessons,['Seymour Schulich'],2007,2,3.65,288
Taking Care of Business,['Lutishia Lovely'],2012,8,4.47,345
"Everyday Entrepreneurs: A Sugar-Free, Dragon-Slaying Start-Up Guide for the Simple Small Business",['Ken   Horn'],2014,1,4.00,30
HBR 20-Minute Manager Boxed Set (10 Books) (HBR 20-Minute Manager Series),['Harvard Business Review'],2015,3,4.27,48
Stop Fixing Women: Why Building Fairer Workplaces Is Everybody's Business,['Catherine Fox'],0,5,4.15,111
"Power, Inc.: The Epic Rivalry Between Big Business and Government- —and the Reckoning That Lies Ahead",['David Rothkopf'],2012,12,3.91,199
Buy Buttons: The Fast-Track Strategy to Make Extra Money and Start a Business in Your Spare Time [Featuring 300+ Apps and Peer-to-Peer Marketplaces],['Nick Loper'],0,1,3.98,172
"Happywork: A Business Parable About the Journey to Teamwork, Profit, and Purpose",['Chris Reimer'],2015,2,4.17,53
Mindfulness (Atención Plena). Serie Inteligencia Emocional HBR.,['Harvard Business Review'],0,3,3.70,134
101 Crucial Lessons They Don't Teach You in Business School: Forbes calls this book 1 of 6 books that all entrepreneurs must read right now along with the 7 Habits of Highly Effective People,['Chris Haroun'],0,2,3.92,157
Why Business People Speak Like Idiots: A Bullfighter's Guide,"['Brian Fugere', 'Chelsea Hardaway', 'Jon Warshawsky']",2005,12,3.62,237
Startup Evolution Curve From Idea to Profitable and Scalable Business: Startup Marketing Manual,['Donatas Jonikas'],0,2,4.33,57
The Secret Handshake: Mastering the Politics of the Business Inner Circle,['Kathleen Kelley Reardon'],2001,9,3.71,206
The Young Entrepreneur's Guide to Starting and Running a Business: Turn Your Ideas into Money!,['Steve Mariotti'],1996,8,3.81,106
"Crushing YouTube: How to Start a YouTube Channel, Launch Your YouTube Business and Make Money",['Joseph Hogue'],0,2,4.26,53
Hardball for Women: Winning at the Game of Business,"['Pat Heim', 'Tammy L. Hughes', 'Susan K. Golant']",0,2,3.89,118
Nature's Fortune: How Business and Society Thrive By Investing In Nature,"['Mark R. Tercek', 'Jonathan S. Adams']",2013,5,3.72,221
The Sticking Point Solution: 9 Ways to Move Your Business from Stagnation to Stunning Growth InTough Economic Times,['Jay Abraham'],2009,13,4.29,177
Think And Grow Rich: Entrepreneur and Small Business Owner Edition,"['Napoleon Hill', 'Greg Habstritt']",1937,455,4.18,"3,505"
"Writing Well for Business Success: A Complete Guide to Style, Grammar, and Usage at Work",['Sandra   Lamb'],2015,2,4.17,36
Coaching and Mentoring: How to Develop Top Talent and Achieve Stronger Performance,['Harvard Business School Press'],2004,3,3.47,81
Time Management: Increase Your Personal Productivity And Effectiveness,['Harvard Business School Press'],2005,2,3.71,69
Business Studies Class 12,['Poonam Gandhi'],0,1,3.98,52
The Aspiring Solopreneur: Your Business Start-Up Bible,['Kris Kluver'],0,3,4.20,5
"The Farm on the Roof: What Brooklyn Grange Taught Us about Entrepreneurship, Community, and Growing a Sustainable Business",['Anastasia Cole Plakias'],2016,5,4.03,111
"Dead Head (Dirty Business, #3)",['Rosemary  Harris'],2010,7,3.53,377
My Father's Business: The Small-Town Values That Built Dollar General into a Billion-Dollar Company,"['Cal Turner Jr.', 'Rob Simbeck']",0,9,3.90,136
"Emotional Intelligence: Why it is Crucial for Success in Life and Business - 7 Simple Ways to Raise Your EQ, Make Friends with Your Emotions, and Improve Your Relationships",['James W. Williams'],0,2,3.68,148
"The Greatest Business Decisions of All Time: How Apple, Ford, IBM, Zappos, and others made radical choices that changed the course of business.","['Verne Harnish', 'Fortune Magazine', 'James C. Collins']",2012,3,4.02,197
The Skills of Business,['Ehab Atalla'],0,2,4.14,14
Open a Profitable Home Business Crafting Beautiful 3D Picture Frames,['Amber Richards'],2013,4,3.57,7
"Uncontrolled: The Surprising Payoff of Trial-and-Error for Business, Politics, and Society",['Jim Manzi'],2012,3,3.73,124
The Essential Habits Of 6-Figure Bloggers: Secrets of 17 Successful Bloggers You Can Use to Build a Six-Figure Online Business,"['Sally Miller', 'Rosa Sophia']",0,2,4.04,111
Harvard Business Review on Managing People,"['Harvard Business School Press', 'Jeffrey Pfeffer']",1999,3,3.65,48
HBR Guides Boxed Set (7 Books) (HBR Guide Series),['Harvard Business Review'],2015,2,4.56,18
You Couldn't Have Told Me Before I Started My Business?,"['Jeff Roziere', 'Cathy Snelgrove']",2013,1,4.00,15
300 Email Marketing Tips: Critical Advice And Strategy  To Turn Subscribers Into Buyers & Grow  A Six-Figure Business With Email,['Meera Kothand'],0,1,4.29,85
Hearts Untamed: Risky Business / Boundary Lines,['Nora Roberts'],1986,4,3.96,134
Business Secrets of the Trappist Monks: One Ceo's Quest for Meaning and Authenticity,['August Turak'],2013,4,4.27,218
"The Business of You: A Guide to Finding, Managing, and Succeeding in Your Career",['Lukas Krause'],2018,2,3.38,8
"ARISE, AWAKE
THE INSPIRING STORIES OF
YOUNG ENTREPRENEURS WHO
GRADUATED FROM COLLEGE
INTO A BUSINESS OF THEIR OWN",['Rashmi Bansal'],2015,12,3.85,730
HBR Guide to Your Professional Growth,['Harvard Business Review'],0,3,4.10,67
Fun Inc.: Why games are the 21st Century's most serious business,['Tom Chatfield'],2010,15,3.41,304
The Whole Business with Kiffo and the Pitbull,['Barry Jonsberg'],2004,14,3.86,493
"The Customer-Funded Business: Start, Finance, or Grow Your Company with Your Customers' Cash",['John W. Mullins'],2014,4,3.81,149
Business Analysis Techniques: 72 Essential Tools for Success,"['James Cadle', 'Paul Turner', 'Debra Paul']",2010,6,4.07,122
Dirty Business,['Monica Kaye'],2009,3,3.74,254
The End of Business as Usual: Rewire the Way You Work to Succeed in the Consumer Revolution,['Brian Solis'],2011,10,3.68,254
"Etsy Empire: Proven Tactics for Your Etsy Business Success, Including Etsy SEO, Etsy Shop Building, Social Media for Etsy and Etsy Pricing Tips",['Eric Michael'],2014,2,3.94,148
Leadership Presence (HBR Emotional Intelligence Series),"['Harvard Business Review', 'Amy J.C. Cuddy', 'Deborah Tannen']",0,4,3.69,90
Aid and Other Dirty Business: How Good Intentions Have Failed the World's Poor,['Giles Bolton'],2007,5,3.78,208
Thinking Strategically,['Harvard Business School Press'],2010,2,3.48,86
Emotional Resilience: Simple Truths for Dealing with the Unfinished Business of Your Past,['David Viscott'],1996,4,4.05,155
The Network: The Hidden History of a Trillion Dollar Business Heist,['Scott Woolley'],2015,11,4.12,441
"Taxes for Small Businesses QuickStart Guide: Understanding Taxes for Your Sole Proprietorship, Startup, & LLC",['ClydeBank Business'],0,1,3.61,36
Student Solutions Manual for Statistics for Business and Economics,"['Paul Newbold', 'William Carlson', 'Betty M. Thorne']",2012,1,4.26,35
Will it Fly?: How to Know If Your New Business Idea Has Wings...Before You Take the Leap,['Thomas K. McKnight'],2003,4,3.77,53
"The Power Formula for LinkedIn Success: Kick-start Your Business, Brand, and Job Search",['Wayne Breitbarth'],2011,6,3.63,295
"The Business of Software: What Every Manager, Programmer, and Entrepreneur Must Know to Thrive and Survive in Good Times and Bad",['Michael A. Cusumano'],2004,7,3.81,230
Business Studies: As And A Level,['Peter Stimpson'],2002,1,4.04,110
Honeysuckle Bride (The Business of Weddings #2),['Tara Randel'],2014,2,3.74,19
"High Risk, High Reward: The journey of an ""underdog entrepreneur"" who took chances, overcame obstacles, and built a $50 million business.",['Steve Scher'],0,1,4.75,4
HBR's 10 Must Reads on Managing Across Cultures,['Harvard Business Review'],2016,5,3.82,40
NLP at Work : The Difference That Makes a Difference in Business,['Sue Knight'],1995,7,3.54,201
Business Communication Today,"['Courtland L. Bovée', 'John V. Thill']",1989,83,3.61,194
"Junie B. Jones and the Stupid Smelly Bus; Junie B. Jones and a Little Monkey Business (Junie B. Jones, #1-2)","['Barbara Park', 'Lana Quintal', 'Denise Brunkus']",2003,2,4.27,303
Killing Marketing: How Innovative Businesses Are Turning Marketing Cost Into Profit,"['Joe Pulizzi', 'Robert Rose']",2013,4,3.90,174
